"No.","Time","Source","Source Port","Source Port","Destination","Destination Port","Destination Port","Protocol","Length","Flags","Sequence Number","Acknowledgment Number","Window","Type","Time to Live","Total Length","Code","Length","Info"
"171","0.178823","135.131.239.149","","2031","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2031  >  80 Len=1400"
"172","0.179883","182.25.52.39","","2032","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2032  >  80 Len=1400"
"173","0.180934","126.253.223.77","","2033","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2033  >  80 Len=1400"
"174","0.181986","200.140.47.249","","2034","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2034  >  80 Len=1400"
"175","0.183040","131.141.203.231","","2035","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2035  >  80 Len=1400"
"176","0.184090","39.251.235.56","","2036","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2036  >  80 Len=1400"
"177","0.185140","22.144.75.33","","2037","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2037  >  80 Len=1400"
"178","0.186191","6.10.103.229","","2038","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2038  >  80 Len=1400"
"179","0.187241","160.66.229.181","","2039","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2039  >  80 Len=1400"
"180","0.188292","97.248.164.224","","2040","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2040  >  80 Len=1400"
"181","0.189343","126.134.156.210","","2041","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2041  >  80 Len=1400"
"182","0.190393","33.163.76.181","","2042","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2042  >  80 Len=1400"
"183","0.191445","209.106.6.82","","2043","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2043  >  80 Len=1400"
"184","0.192496","42.150.246.239","","2044","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2044  >  80 Len=1400"
"185","0.193547","238.77.139.33","","2045","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2045  >  80 Len=1400"
"186","0.194597","9.179.108.107","","2046","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2046  >  80 Len=1400"
"187","0.195651","251.162.194.25","","2047","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2047  >  80 Len=1400"
"188","0.196702","181.249.20.27","","2048","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2048  >  80 Len=1400"
"189","0.197752","210.189.20.209","","2049","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2049  >  80 Len=1400"
"190","0.198805","28.100.49.169","","2050","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2050  >  80 Len=1400"
"191","0.199869","46.88.163.155","","2051","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2051  >  80 Len=1400"
"192","0.200921","85.210.80.166","","2052","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2052  >  80 Len=1400"
