"No.","Time","Source","Source Port","Source Port","Destination","Destination Port","Destination Port","Protocol","Length","Flags","Sequence Number","Acknowledgment Number","Window","Type","Time to Live","Total Length","Code","Length","Info"
"400","5.341949","10.40.219.42","42582","","10.40.201.225","63331","","TCP","54","0x001","1","0","1024","","39","40","","","42582  >  63331 [FIN] Seq=1 Win=1024 Len=0"
"401","5.353228","10.40.219.42","42582","","10.40.201.225","8090","","TCP","54","0x001","1","0","1024","","52","40","","","42582  >  8090 [FIN] Seq=1 Win=1024 Len=0"
"402","5.353229","10.40.219.42","42582","","10.40.201.225","3390","","TCP","54","0x001","1","0","1024","","59","40","","","42582  >  3390 [FIN] Seq=1 Win=1024 Len=0"
"403","5.353302","10.40.219.42","42582","","10.40.201.225","8701","","TCP","54","0x001","1","0","1024","","44","40","","","42582  >  8701 [FIN] Seq=1 Win=1024 Len=0"
"404","5.353302","10.40.219.42","42582","","10.40.201.225","10621","","TCP","54","0x001","1","0","1024","","49","40","","","42582  >  10621 [FIN] Seq=1 Win=1024 Len=0"
"405","5.353303","10.40.219.42","42582","","10.40.201.225","5959","","TCP","54","0x001","1","0","1024","","38","40","","","42582  >  5959 [FIN] Seq=1 Win=1024 Len=0"
"406","5.353303","10.40.219.42","42582","","10.40.201.225","1053","","TCP","54","0x001","1","0","1024","","52","40","","","42582  >  1053 [FIN] Seq=1 Win=1024 Len=0"
"407","5.353304","10.40.219.42","42582","","10.40.201.225","1666","","TCP","54","0x001","1","0","1024","","44","40","","","42582  >  1666 [FIN] Seq=1 Win=1024 Len=0"
"408","5.430840","10.40.219.42","42581","","10.40.201.225","417","","TCP","54","0x001","1","0","1024","","44","40","","","42581  >  417 [FIN] Seq=1 Win=1024 Len=0"
"409","5.441976","10.40.219.42","42581","","10.40.201.225","2260","","TCP","54","0x001","1","0","1024","","45","40","","","42581  >  2260 [FIN] Seq=1 Win=1024 Len=0"
"410","5.453270","10.40.219.42","42581","","10.40.201.225","10628","","TCP","54","0x001","1","0","1024","","44","40","","","42581  >  10628 [FIN] Seq=1 Win=1024 Len=0"
"411","5.464121","10.40.219.42","42581","","10.40.201.225","10004","","TCP","54","0x001","1","0","1024","","59","40","","","42581  >  10004 [FIN] Seq=1 Win=1024 Len=0"
"412","5.464122","10.40.219.42","42581","","10.40.201.225","5987","","TCP","54","0x001","1","0","1024","","37","40","","","42581  >  5987 [FIN] Seq=1 Win=1024 Len=0"
"413","5.464123","10.40.219.42","42581","","10.40.201.225","2602","","TCP","54","0x001","1","0","1024","","39","40","","","42581  >  2602 [FIN] Seq=1 Win=1024 Len=0"
"414","5.464196","10.40.219.42","42581","","10.40.201.225","55055","","TCP","54","0x001","1","0","1024","","48","40","","","42581  >  55055 [FIN] Seq=1 Win=1024 Len=0"
"415","5.464196","10.40.219.42","42581","","10.40.201.225","3828","","TCP","54","0x001","1","0","1024","","45","40","","","42581  >  3828 [FIN] Seq=1 Win=1024 Len=0"
"416","5.464197","10.40.219.42","42581","","10.40.201.225","27352","","TCP","54","0x001","1","0","1024","","43","40","","","42581  >  27352 [FIN] Seq=1 Win=1024 Len=0"
"417","5.464197","10.40.219.42","42581","","10.40.201.225","9944","","TCP","54","0x001","1","0","1024","","56","40","","","42581  >  9944 [FIN] Seq=1 Win=1024 Len=0"
"418","5.540784","10.40.219.42","42582","","10.40.201.225","417","","TCP","54","0x001","1","0","1024","","39","40","","","42582  >  417 [FIN] Seq=1 Win=1024 Len=0"
"419","5.551782","10.40.219.42","42582","","10.40.201.225","2260","","TCP","54","0x001","1","0","1024","","58","40","","","42582  >  2260 [FIN] Seq=1 Win=1024 Len=0"
"420","5.562895","10.40.219.42","42582","","10.40.201.225","10628","","TCP","54","0x001","1","0","1024","","48","40","","","42582  >  10628 [FIN] Seq=1 Win=1024 Len=0"
"421","5.573980","10.40.219.42","42582","","10.40.201.225","9944","","TCP","54","0x001","1","0","1024","","46","40","","","42582  >  9944 [FIN] Seq=1 Win=1024 Len=0"
"422","5.573981","10.40.219.42","42582","","10.40.201.225","27352","","TCP","54","0x001","1","0","1024","","41","40","","","42582  >  27352 [FIN] Seq=1 Win=1024 Len=0"
"423","5.573981","10.40.219.42","42582","","10.40.201.225","3828","","TCP","54","0x001","1","0","1024","","49","40","","","42582  >  3828 [FIN] Seq=1 Win=1024 Len=0"
"424","5.574055","10.40.219.42","42582","","10.40.201.225","55055","","TCP","54","0x001","1","0","1024","","50","40","","","42582  >  55055 [FIN] Seq=1 Win=1024 Len=0"
"425","5.574056","10.40.219.42","42582","","10.40.201.225","2602","","TCP","54","0x001","1","0","1024","","43","40","","","42582  >  2602 [FIN] Seq=1 Win=1024 Len=0"
"426","5.574056","10.40.219.42","42582","","10.40.201.225","5987","","TCP","54","0x001","1","0","1024","","39","40","","","42582  >  5987 [FIN] Seq=1 Win=1024 Len=0"
"427","5.574056","10.40.219.42","42582","","10.40.201.225","10004","","TCP","54","0x001","1","0","1024","","54","40","","","42582  >  10004 [FIN] Seq=1 Win=1024 Len=0"
"428","5.651643","10.40.219.42","42581","","10.40.201.225","898","","TCP","54","0x001","1","0","1024","","48","40","","","42581  >  898 [FIN] Seq=1 Win=1024 Len=0"
"429","5.662920","10.40.219.42","42581","","10.40.201.225","1122","","TCP","54","0x001","1","0","1024","","55","40","","","42581  >  1122 [FIN] Seq=1 Win=1024 Len=0"
"430","5.674265","10.40.219.42","42581","","10.40.201.225","5962","","TCP","54","0x001","1","0","1024","","58","40","","","42581  >  5962 [FIN] Seq=1 Win=1024 Len=0"
"431","5.674266","10.40.219.42","42581","","10.40.201.225","16001","","TCP","54","0x001","1","0","1024","","57","40","","","42581  >  16001 [FIN] Seq=1 Win=1024 Len=0"
"432","5.674267","10.40.219.42","42581","","10.40.201.225","1009","","TCP","54","0x001","1","0","1024","","38","40","","","42581  >  1009 [FIN] Seq=1 Win=1024 Len=0"
"433","5.674342","10.40.219.42","42581","","10.40.201.225","8194","","TCP","54","0x001","1","0","1024","","52","40","","","42581  >  8194 [FIN] Seq=1 Win=1024 Len=0"
"434","5.674342","10.40.219.42","42581","","10.40.201.225","3052","","TCP","54","0x001","1","0","1024","","49","40","","","42581  >  3052 [FIN] Seq=1 Win=1024 Len=0"
"435","5.674343","10.40.219.42","42581","","10.40.201.225","3031","","TCP","54","0x001","1","0","1024","","52","40","","","42581  >  3031 [FIN] Seq=1 Win=1024 Len=0"
"436","5.685013","10.40.219.42","42581","","10.40.201.225","3493","","TCP","54","0x001","1","0","1024","","54","40","","","42581  >  3493 [FIN] Seq=1 Win=1024 Len=0"
"437","5.685085","10.40.219.42","42581","","10.40.201.225","3003","","TCP","54","0x001","1","0","1024","","40","40","","","42581  >  3003 [FIN] Seq=1 Win=1024 Len=0"
"438","5.762160","10.40.219.42","42582","","10.40.201.225","898","","TCP","54","0x001","1","0","1024","","39","40","","","42582  >  898 [FIN] Seq=1 Win=1024 Len=0"
"439","5.772614","10.40.219.42","42582","","10.40.201.225","1122","","TCP","54","0x001","1","0","1024","","45","40","","","42582  >  1122 [FIN] Seq=1 Win=1024 Len=0"
"440","5.783981","10.40.219.42","42582","","10.40.201.225","3031","","TCP","54","0x001","1","0","1024","","52","40","","","42582  >  3031 [FIN] Seq=1 Win=1024 Len=0"
"441","5.784059","10.40.219.42","42582","","10.40.201.225","3052","","TCP","54","0x001","1","0","1024","","50","40","","","42582  >  3052 [FIN] Seq=1 Win=1024 Len=0"
"442","5.784059","10.40.219.42","42582","","10.40.201.225","8194","","TCP","54","0x001","1","0","1024","","54","40","","","42582  >  8194 [FIN] Seq=1 Win=1024 Len=0"
"443","5.784076","10.40.219.42","42582","","10.40.201.225","1009","","TCP","54","0x001","1","0","1024","","38","40","","","42582  >  1009 [FIN] Seq=1 Win=1024 Len=0"
"444","5.784132","10.40.219.42","42582","","10.40.201.225","16001","","TCP","54","0x001","1","0","1024","","58","40","","","42582  >  16001 [FIN] Seq=1 Win=1024 Len=0"
"445","5.784212","10.40.219.42","42582","","10.40.201.225","5962","","TCP","54","0x001","1","0","1024","","37","40","","","42582  >  5962 [FIN] Seq=1 Win=1024 Len=0"
"446","5.795139","10.40.219.42","42582","","10.40.201.225","3003","","TCP","54","0x001","1","0","1024","","44","40","","","42582  >  3003 [FIN] Seq=1 Win=1024 Len=0"
"447","5.795140","10.40.219.42","42582","","10.40.201.225","3493","","TCP","54","0x001","1","0","1024","","47","40","","","42582  >  3493 [FIN] Seq=1 Win=1024 Len=0"
"448","5.870478","10.40.219.42","42581","","10.40.201.225","2035","","TCP","54","0x001","1","0","1024","","43","40","","","42581  >  2035 [FIN] Seq=1 Win=1024 Len=0"
"449","5.881732","10.40.219.42","42581","","10.40.201.225","65129","","TCP","54","0x001","1","0","1024","","51","40","","","42581  >  65129 [FIN] Seq=1 Win=1024 Len=0"
"450","5.892223","10.40.219.42","42581","","10.40.201.225","7435","","TCP","54","0x001","1","0","1024","","58","40","","","42581  >  7435 [FIN] Seq=1 Win=1024 Len=0"
"451","5.892292","10.40.219.42","42581","","10.40.201.225","1081","","TCP","54","0x001","1","0","1024","","40","40","","","42581  >  1081 [FIN] Seq=1 Win=1024 Len=0"
"452","5.892292","10.40.219.42","42581","","10.40.201.225","3809","","TCP","54","0x001","1","0","1024","","49","40","","","42581  >  3809 [FIN] Seq=1 Win=1024 Len=0"
"453","5.892301","10.40.219.42","42581","","10.40.201.225","1658","","TCP","54","0x001","1","0","1024","","43","40","","","42581  >  1658 [FIN] Seq=1 Win=1024 Len=0"
"454","5.892315","10.40.219.42","42581","","10.40.201.225","5825","","TCP","54","0x001","1","0","1024","","51","40","","","42581  >  5825 [FIN] Seq=1 Win=1024 Len=0"
"455","5.892357","10.40.219.42","42581","","10.40.201.225","2000","","TCP","54","0x001","1","0","1024","","48","40","","","42581  >  2000 [FIN] Seq=1 Win=1024 Len=0"
"456","5.903091","10.40.219.42","42581","","10.40.201.225","3077","","TCP","54","0x001","1","0","1024","","57","40","","","42581  >  3077 [FIN] Seq=1 Win=1024 Len=0"
"457","5.903159","10.40.219.42","42581","","10.40.201.225","9090","","TCP","54","0x001","1","0","1024","","54","40","","","42581  >  9090 [FIN] Seq=1 Win=1024 Len=0"
"458","5.979421","10.40.219.42","42582","","10.40.201.225","2035","","TCP","54","0x001","1","0","1024","","40","40","","","42582  >  2035 [FIN] Seq=1 Win=1024 Len=0"
"459","5.990525","10.40.219.42","42582","","10.40.201.225","65129","","TCP","54","0x001","1","0","1024","","44","40","","","42582  >  65129 [FIN] Seq=1 Win=1024 Len=0"
"460","6.001818","10.40.219.42","42582","","10.40.201.225","2000","","TCP","54","0x001","1","0","1024","","41","40","","","42582  >  2000 [FIN] Seq=1 Win=1024 Len=0"
"461","6.001819","10.40.219.42","42582","","10.40.201.225","5825","","TCP","54","0x001","1","0","1024","","48","40","","","42582  >  5825 [FIN] Seq=1 Win=1024 Len=0"
"462","6.001891","10.40.219.42","42582","","10.40.201.225","1658","","TCP","54","0x001","1","0","1024","","53","40","","","42582  >  1658 [FIN] Seq=1 Win=1024 Len=0"
"463","6.001891","10.40.219.42","42582","","10.40.201.225","3809","","TCP","54","0x001","1","0","1024","","41","40","","","42582  >  3809 [FIN] Seq=1 Win=1024 Len=0"
"464","6.001892","10.40.219.42","42582","","10.40.201.225","1081","","TCP","54","0x001","1","0","1024","","45","40","","","42582  >  1081 [FIN] Seq=1 Win=1024 Len=0"
"465","6.001892","10.40.219.42","42582","","10.40.201.225","7435","","TCP","54","0x001","1","0","1024","","44","40","","","42582  >  7435 [FIN] Seq=1 Win=1024 Len=0"
"466","6.012769","10.40.219.42","42582","","10.40.201.225","9090","","TCP","54","0x001","1","0","1024","","40","40","","","42582  >  9090 [FIN] Seq=1 Win=1024 Len=0"
"467","6.012873","10.40.219.42","42582","","10.40.201.225","3077","","TCP","54","0x001","1","0","1024","","44","40","","","42582  >  3077 [FIN] Seq=1 Win=1024 Len=0"
"468","6.079646","10.40.219.42","42581","","10.40.201.225","7999","","TCP","54","0x001","1","0","1024","","52","40","","","42581  >  7999 [FIN] Seq=1 Win=1024 Len=0"
"469","6.090865","10.40.219.42","42581","","10.40.201.225","1","","TCP","54","0x001","1","0","1024","","40","40","","","42581  >  1 [FIN] Seq=1 Win=1024 Len=0"
"470","6.102232","10.40.219.42","42581","","10.40.201.225","49158","","TCP","54","0x001","1","0","1024","","46","40","","","42581  >  49158 [FIN] Seq=1 Win=1024 Len=0"
"471","6.102301","10.40.219.42","42581","","10.40.201.225","3351","","TCP","54","0x001","1","0","1024","","40","40","","","42581  >  3351 [FIN] Seq=1 Win=1024 Len=0"
"472","6.102302","10.40.219.42","42581","","10.40.201.225","32775","","TCP","54","0x001","1","0","1024","","59","40","","","42581  >  32775 [FIN] Seq=1 Win=1024 Len=0"
"473","6.102302","10.40.219.42","42581","","10.40.201.225","100","","TCP","54","0x001","1","0","1024","","50","40","","","42581  >  100 [FIN] Seq=1 Win=1024 Len=0"
"474","6.102302","10.40.219.42","42581","","10.40.201.225","648","","TCP","54","0x001","1","0","1024","","37","40","","","42581  >  648 [FIN] Seq=1 Win=1024 Len=0"
"475","6.102325","10.40.219.42","42581","","10.40.201.225","777","","TCP","54","0x001","1","0","1024","","55","40","","","42581  >  777 [FIN] Seq=1 Win=1024 Len=0"
"476","6.113594","10.40.219.42","42581","","10.40.201.225","2004","","TCP","54","0x001","1","0","1024","","39","40","","","42581  >  2004 [FIN] Seq=1 Win=1024 Len=0"
"477","6.113673","10.40.219.42","42581","","10.40.201.225","6881","","TCP","54","0x001","1","0","1024","","57","40","","","42581  >  6881 [FIN] Seq=1 Win=1024 Len=0"
"478","6.189158","10.40.219.42","42582","","10.40.201.225","7999","","TCP","54","0x001","1","0","1024","","38","40","","","42582  >  7999 [FIN] Seq=1 Win=1024 Len=0"
"479","6.200513","10.40.219.42","42582","","10.40.201.225","1","","TCP","54","0x001","1","0","1024","","57","40","","","42582  >  1 [FIN] Seq=1 Win=1024 Len=0"
"480","6.211269","10.40.219.42","42582","","10.40.201.225","777","","TCP","54","0x001","1","0","1024","","59","40","","","42582  >  777 [FIN] Seq=1 Win=1024 Len=0"
"481","6.211270","10.40.219.42","42582","","10.40.201.225","648","","TCP","54","0x001","1","0","1024","","54","40","","","42582  >  648 [FIN] Seq=1 Win=1024 Len=0"
"482","6.211342","10.40.219.42","42582","","10.40.201.225","100","","TCP","54","0x001","1","0","1024","","51","40","","","42582  >  100 [FIN] Seq=1 Win=1024 Len=0"
"483","6.211343","10.40.219.42","42582","","10.40.201.225","32775","","TCP","54","0x001","1","0","1024","","52","40","","","42582  >  32775 [FIN] Seq=1 Win=1024 Len=0"
"484","6.211343","10.40.219.42","42582","","10.40.201.225","3351","","TCP","54","0x001","1","0","1024","","54","40","","","42582  >  3351 [FIN] Seq=1 Win=1024 Len=0"
"485","6.211343","10.40.219.42","42582","","10.40.201.225","49158","","TCP","54","0x001","1","0","1024","","40","40","","","42582  >  49158 [FIN] Seq=1 Win=1024 Len=0"
"486","6.222679","10.40.219.42","42582","","10.40.201.225","6881","","TCP","54","0x001","1","0","1024","","55","40","","","42582  >  6881 [FIN] Seq=1 Win=1024 Len=0"
"487","6.222680","10.40.219.42","42582","","10.40.201.225","2004","","TCP","54","0x001","1","0","1024","","48","40","","","42582  >  2004 [FIN] Seq=1 Win=1024 Len=0"
"488","6.298397","10.40.219.42","42581","","10.40.201.225","1067","","TCP","54","0x001","1","0","1024","","46","40","","","42581  >  1067 [FIN] Seq=1 Win=1024 Len=0"
"489","6.309510","10.40.219.42","42581","","10.40.201.225","1154","","TCP","54","0x001","1","0","1024","","53","40","","","42581  >  1154 [FIN] Seq=1 Win=1024 Len=0"
"490","6.320060","10.40.219.42","42581","","10.40.201.225","163","","TCP","54","0x001","1","0","1024","","45","40","","","42581  >  163 [FIN] Seq=1 Win=1024 Len=0"
"491","6.320735","10.40.219.42","42581","","10.40.201.225","4003","","TCP","54","0x001","1","0","1024","","56","40","","","42581  >  4003 [FIN] Seq=1 Win=1024 Len=0"
"492","6.320736","10.40.219.42","42581","","10.40.201.225","340","","TCP","54","0x001","1","0","1024","","38","40","","","42581  >  340 [FIN] Seq=1 Win=1024 Len=0"
"493","6.320736","10.40.219.42","42581","","10.40.201.225","2401","","TCP","54","0x001","1","0","1024","","45","40","","","42581  >  2401 [FIN] Seq=1 Win=1024 Len=0"
"494","6.320736","10.40.219.42","42581","","10.40.201.225","1719","","TCP","54","0x001","1","0","1024","","49","40","","","42581  >  1719 [FIN] Seq=1 Win=1024 Len=0"
"495","6.320737","10.40.219.42","42581","","10.40.201.225","259","","TCP","54","0x001","1","0","1024","","52","40","","","42581  >  259 [FIN] Seq=1 Win=1024 Len=0"
"496","6.331512","10.40.219.42","42581","","10.40.201.225","1972","","TCP","54","0x001","1","0","1024","","56","40","","","42581  >  1972 [FIN] Seq=1 Win=1024 Len=0"
"497","6.331513","10.40.219.42","42581","","10.40.201.225","3300","","TCP","54","0x001","1","0","1024","","55","40","","","42581  >  3300 [FIN] Seq=1 Win=1024 Len=0"
"498","6.408293","10.40.219.42","42582","","10.40.201.225","1067","","TCP","54","0x001","1","0","1024","","45","40","","","42582  >  1067 [FIN] Seq=1 Win=1024 Len=0"
"499","6.419457","10.40.219.42","42582","","10.40.201.225","1154","","TCP","54","0x001","1","0","1024","","57","40","","","42582  >  1154 [FIN] Seq=1 Win=1024 Len=0"
"500","6.430665","10.40.219.42","42582","","10.40.201.225","259","","TCP","54","0x001","1","0","1024","","51","40","","","42582  >  259 [FIN] Seq=1 Win=1024 Len=0"
"501","6.430666","10.40.219.42","42582","","10.40.201.225","1719","","TCP","54","0x001","1","0","1024","","41","40","","","42582  >  1719 [FIN] Seq=1 Win=1024 Len=0"
"502","6.430747","10.40.219.42","42582","","10.40.201.225","2401","","TCP","54","0x001","1","0","1024","","41","40","","","42582  >  2401 [FIN] Seq=1 Win=1024 Len=0"
"503","6.430748","10.40.219.42","42582","","10.40.201.225","340","","TCP","54","0x001","1","0","1024","","46","40","","","42582  >  340 [FIN] Seq=1 Win=1024 Len=0"
"504","6.430748","10.40.219.42","42582","","10.40.201.225","4003","","TCP","54","0x001","1","0","1024","","43","40","","","42582  >  4003 [FIN] Seq=1 Win=1024 Len=0"
"505","6.430748","10.40.219.42","42582","","10.40.201.225","163","","TCP","54","0x001","1","0","1024","","48","40","","","42582  >  163 [FIN] Seq=1 Win=1024 Len=0"
"506","6.442115","10.40.219.42","42582","","10.40.201.225","3300","","TCP","54","0x001","1","0","1024","","58","40","","","42582  >  3300 [FIN] Seq=1 Win=1024 Len=0"
"507","6.442116","10.40.219.42","42582","","10.40.201.225","1972","","TCP","54","0x001","1","0","1024","","59","40","","","42582  >  1972 [FIN] Seq=1 Win=1024 Len=0"
"508","6.519195","10.40.219.42","42581","","10.40.201.225","1971","","TCP","54","0x001","1","0","1024","","48","40","","","42581  >  1971 [FIN] Seq=1 Win=1024 Len=0"
"509","6.530477","10.40.219.42","42581","","10.40.201.225","15002","","TCP","54","0x001","1","0","1024","","59","40","","","42581  >  15002 [FIN] Seq=1 Win=1024 Len=0"
"510","6.541263","10.40.219.42","42581","","10.40.201.225","3369","","TCP","54","0x001","1","0","1024","","57","40","","","42581  >  3369 [FIN] Seq=1 Win=1024 Len=0"
"511","6.541264","10.40.219.42","42581","","10.40.201.225","1900","","TCP","54","0x001","1","0","1024","","51","40","","","42581  >  1900 [FIN] Seq=1 Win=1024 Len=0"
"512","6.541264","10.40.219.42","42581","","10.40.201.225","9220","","TCP","54","0x001","1","0","1024","","49","40","","","42581  >  9220 [FIN] Seq=1 Win=1024 Len=0"
"513","6.541338","10.40.219.42","42581","","10.40.201.225","32783","","TCP","54","0x001","1","0","1024","","44","40","","","42581  >  32783 [FIN] Seq=1 Win=1024 Len=0"
"514","6.541338","10.40.219.42","42581","","10.40.201.225","1086","","TCP","54","0x001","1","0","1024","","41","40","","","42581  >  1086 [FIN] Seq=1 Win=1024 Len=0"
"515","6.541339","10.40.219.42","42581","","10.40.201.225","9110","","TCP","54","0x001","1","0","1024","","46","40","","","42581  >  9110 [FIN] Seq=1 Win=1024 Len=0"
"516","6.552586","10.40.219.42","42581","","10.40.201.225","3404","","TCP","54","0x001","1","0","1024","","59","40","","","42581  >  3404 [FIN] Seq=1 Win=1024 Len=0"
"517","6.552587","10.40.219.42","42581","","10.40.201.225","50636","","TCP","54","0x001","1","0","1024","","39","40","","","42581  >  50636 [FIN] Seq=1 Win=1024 Len=0"
"518","6.630070","10.40.219.42","42582","","10.40.201.225","1971","","TCP","54","0x001","1","0","1024","","45","40","","","42582  >  1971 [FIN] Seq=1 Win=1024 Len=0"
"519","6.641290","10.40.219.42","42582","","10.40.201.225","15002","","TCP","54","0x001","1","0","1024","","37","40","","","42582  >  15002 [FIN] Seq=1 Win=1024 Len=0"
"520","6.651696","10.40.219.42","42582","","10.40.201.225","9110","","TCP","54","0x001","1","0","1024","","48","40","","","42582  >  9110 [FIN] Seq=1 Win=1024 Len=0"
"521","6.651765","10.40.219.42","42582","","10.40.201.225","1086","","TCP","54","0x001","1","0","1024","","46","40","","","42582  >  1086 [FIN] Seq=1 Win=1024 Len=0"
"522","6.651776","10.40.219.42","42582","","10.40.201.225","32783","","TCP","54","0x001","1","0","1024","","45","40","","","42582  >  32783 [FIN] Seq=1 Win=1024 Len=0"
"523","6.651826","10.40.219.42","42582","","10.40.201.225","9220","","TCP","54","0x001","1","0","1024","","37","40","","","42582  >  9220 [FIN] Seq=1 Win=1024 Len=0"
"524","6.651890","10.40.219.42","42582","","10.40.201.225","1900","","TCP","54","0x001","1","0","1024","","39","40","","","42582  >  1900 [FIN] Seq=1 Win=1024 Len=0"
"525","6.651918","10.40.219.42","42582","","10.40.201.225","3369","","TCP","54","0x001","1","0","1024","","48","40","","","42582  >  3369 [FIN] Seq=1 Win=1024 Len=0"
"526","6.663215","10.40.219.42","42582","","10.40.201.225","50636","","TCP","54","0x001","1","0","1024","","37","40","","","42582  >  50636 [FIN] Seq=1 Win=1024 Len=0"
"527","6.663216","10.40.219.42","42582","","10.40.201.225","3404","","TCP","54","0x001","1","0","1024","","46","40","","","42582  >  3404 [FIN] Seq=1 Win=1024 Len=0"
"528","6.739659","10.40.219.42","42581","","10.40.201.225","3801","","TCP","54","0x001","1","0","1024","","47","40","","","42581  >  3801 [FIN] Seq=1 Win=1024 Len=0"
"529","6.751016","10.40.219.42","42581","","10.40.201.225","1998","","TCP","54","0x001","1","0","1024","","37","40","","","42581  >  1998 [FIN] Seq=1 Win=1024 Len=0"
"530","6.761854","10.40.219.42","42581","","10.40.201.225","144","","TCP","54","0x001","1","0","1024","","47","40","","","42581  >  144 [FIN] Seq=1 Win=1024 Len=0"
"531","6.761855","10.40.219.42","42581","","10.40.201.225","31038","","TCP","54","0x001","1","0","1024","","58","40","","","42581  >  31038 [FIN] Seq=1 Win=1024 Len=0"
"532","6.761856","10.40.219.42","42581","","10.40.201.225","7627","","TCP","54","0x001","1","0","1024","","58","40","","","42581  >  7627 [FIN] Seq=1 Win=1024 Len=0"
"533","6.761929","10.40.219.42","42581","","10.40.201.225","1310","","TCP","54","0x001","1","0","1024","","47","40","","","42581  >  1310 [FIN] Seq=1 Win=1024 Len=0"
"534","6.761930","10.40.219.42","42581","","10.40.201.225","2038","","TCP","54","0x001","1","0","1024","","44","40","","","42581  >  2038 [FIN] Seq=1 Win=1024 Len=0"
"535","6.761930","10.40.219.42","42581","","10.40.201.225","7911","","TCP","54","0x001","1","0","1024","","40","40","","","42581  >  7911 [FIN] Seq=1 Win=1024 Len=0"
"536","6.773167","10.40.219.42","42581","","10.40.201.225","1259","","TCP","54","0x001","1","0","1024","","52","40","","","42581  >  1259 [FIN] Seq=1 Win=1024 Len=0"
"537","6.773168","10.40.219.42","42581","","10.40.201.225","1165","","TCP","54","0x001","1","0","1024","","50","40","","","42581  >  1165 [FIN] Seq=1 Win=1024 Len=0"
"538","6.850979","10.40.219.42","42582","","10.40.201.225","3801","","TCP","54","0x001","1","0","1024","","48","40","","","42582  >  3801 [FIN] Seq=1 Win=1024 Len=0"
"539","6.862229","10.40.219.42","42582","","10.40.201.225","7911","","TCP","54","0x001","1","0","1024","","55","40","","","42582  >  7911 [FIN] Seq=1 Win=1024 Len=0"
"540","6.862230","10.40.219.42","42582","","10.40.201.225","2038","","TCP","54","0x001","1","0","1024","","50","40","","","42582  >  2038 [FIN] Seq=1 Win=1024 Len=0"
"541","6.862230","10.40.219.42","42582","","10.40.201.225","1310","","TCP","54","0x001","1","0","1024","","53","40","","","42582  >  1310 [FIN] Seq=1 Win=1024 Len=0"
"542","6.862306","10.40.219.42","42582","","10.40.201.225","7627","","TCP","54","0x001","1","0","1024","","44","40","","","42582  >  7627 [FIN] Seq=1 Win=1024 Len=0"
"543","6.862307","10.40.219.42","42582","","10.40.201.225","31038","","TCP","54","0x001","1","0","1024","","54","40","","","42582  >  31038 [FIN] Seq=1 Win=1024 Len=0"
"544","6.862307","10.40.219.42","42582","","10.40.201.225","144","","TCP","54","0x001","1","0","1024","","59","40","","","42582  >  144 [FIN] Seq=1 Win=1024 Len=0"
"545","6.862307","10.40.219.42","42582","","10.40.201.225","1998","","TCP","54","0x001","1","0","1024","","45","40","","","42582  >  1998 [FIN] Seq=1 Win=1024 Len=0"
"546","6.873559","10.40.219.42","42582","","10.40.201.225","1165","","TCP","54","0x001","1","0","1024","","52","40","","","42582  >  1165 [FIN] Seq=1 Win=1024 Len=0"
"547","6.873560","10.40.219.42","42582","","10.40.201.225","1259","","TCP","54","0x001","1","0","1024","","50","40","","","42582  >  1259 [FIN] Seq=1 Win=1024 Len=0"
"548","6.951695","10.40.219.42","42581","","10.40.201.225","5560","","TCP","54","0x001","1","0","1024","","38","40","","","42581  >  5560 [FIN] Seq=1 Win=1024 Len=0"
"549","6.962983","10.40.219.42","42581","","10.40.201.225","3995","","TCP","54","0x001","1","0","1024","","58","40","","","42581  >  3995 [FIN] Seq=1 Win=1024 Len=0"
"550","6.962984","10.40.219.42","42581","","10.40.201.225","13","","TCP","54","0x001","1","0","1024","","53","40","","","42581  >  13 [FIN] Seq=1 Win=1024 Len=0"
"551","6.962984","10.40.219.42","42581","","10.40.201.225","1061","","TCP","54","0x001","1","0","1024","","59","40","","","42581  >  1061 [FIN] Seq=1 Win=1024 Len=0"
"552","6.963072","10.40.219.42","42581","","10.40.201.225","1185","","TCP","54","0x001","1","0","1024","","54","40","","","42581  >  1185 [FIN] Seq=1 Win=1024 Len=0"
"553","6.963073","10.40.219.42","42581","","10.40.201.225","1594","","TCP","54","0x001","1","0","1024","","49","40","","","42581  >  1594 [FIN] Seq=1 Win=1024 Len=0"
"554","6.963073","10.40.219.42","42581","","10.40.201.225","5907","","TCP","54","0x001","1","0","1024","","50","40","","","42581  >  5907 [FIN] Seq=1 Win=1024 Len=0"
"555","6.963073","10.40.219.42","42581","","10.40.201.225","10000","","TCP","54","0x001","1","0","1024","","49","40","","","42581  >  10000 [FIN] Seq=1 Win=1024 Len=0"
"556","6.974400","10.40.219.42","42581","","10.40.201.225","1141","","TCP","54","0x001","1","0","1024","","51","40","","","42581  >  1141 [FIN] Seq=1 Win=1024 Len=0"
"557","6.974401","10.40.219.42","42581","","10.40.201.225","6003","","TCP","54","0x001","1","0","1024","","39","40","","","42581  >  6003 [FIN] Seq=1 Win=1024 Len=0"
"558","7.052338","10.40.219.42","42582","","10.40.201.225","5560","","TCP","54","0x001","1","0","1024","","39","40","","","42582  >  5560 [FIN] Seq=1 Win=1024 Len=0"
"559","7.063630","10.40.219.42","42582","","10.40.201.225","10000","","TCP","54","0x001","1","0","1024","","38","40","","","42582  >  10000 [FIN] Seq=1 Win=1024 Len=0"
